id,nombre,bodega,varietal,descripcion,precio_unitario,precio_caja,botellas_caja,imagen_url,categoria,activo
89,Proyecto Las Compuertas Malbec 1914,Durigutti,Malbec,"FICHA TÉCNICA Proveniente de suelos arcillosos típicos de Las Compuertas, este vino debe su nombre al año de plantación de las vides que le dan origen. Más de 100 años de vida en una botella de vino. Es fermentado en huevos de cemento y posteriormente criado en un fudre de roble de 2000 litros. PRODUCTOR Durigutti Family Winemakers TIPO Tinto VARIEDAD Malbec VOLUMEN 750 ml CORTE 100% Malbec LUGAR DE ELABORACIÓN Las Compuertas, Luján de Cuyo. Mendoza. CRIANZA / BARRICADO Criado en un fudre de roble de 2000 litros. ENÓLOGO Pablo Durigutti - Hector Durigutti PAÍS Argentina",41100,234270,6,/imagenes/malbec-1914-b5f06a0a8148c82f9b17612523378573.jpg,,TRUE
90,Proyecto Las Compuertas Malbec 5 suelos,Durigutti,Malbec,"FICHA TÉCNICA A partir de los resultados arrojados por los estudios de viticultura de precisión se obtienen cinco vinos de acuerdo a los diferentes perfiles de suelo. Cada vino es elaborado por separado en huevos de cemento y criado en barricas de roble de 500 lts. de tercer y cuarto uso, durante 8 meses. Luego se realiza el corte final. PRODUCTOR Durigutti Family Winemakers TIPO Tinto VARIEDAD Malbec VOLUMEN 750 ml CORTE 100% Malbec LUGAR DE ELABORACIÓN Las Compuertas, Luján de Cuyo. Mendoza. CRIANZA / BARRICADO Criado en barricas de roble de tercer y cuarto uso, durante 8 meses. ENÓLOGO Pablo Durigutti - Hector Durigutti PAÍS Argentina",26550,151335,6,/imagenes/malbec-1914-b5f06a0a8148c82f9b17612523378573.jpg,,TRUE
91,Conjuro,Bressia,Blend,"Vista: Rojo intenso, con tonalidades púrpuras y entorno negro. Nariz: Aromas que integran elegantemente la fruta, la fermentación y la madera en la que fue criado. Boca: Amplia, untuosa y de equilibrado cuerpo. Armonía: Vino muy elegante y finas notas en el final. CORTE Malbec | Cabernet Sauvignon | Merlot ALCOHOL 13,5% LUGAR DE ELABORACIÓN Tupungato. Provincia de Mendoza, Argentina. ALTURA (S.N.M.) 1100 CRIANZA / BARRICADO Durante 18 meses en barricas de roble francés y americano, y guardado en botellas durante 24 meses.",49280,280896,6,/imagenes/bressia-conjuro-blend.jpg,,TRUE
92,Lagrima Canela,Bressia,Blend de Blancas,"FICHA TÉCNICA Vista: Colores verdes con tonalidades doradas logradas a partir de los robles nuevos en los que fue criado. Nariz: Sutiles notas a vainilla, dulce de leche y chocolate integradas plenamente con frutas tropicales como membrillo, ananá, banana y mango. Boca: Por tratarse de un vino que ha cumplido parcialmente su fermentación maloláctica en barricas, notaremos gran untuosidad y grasitud en boca que le brindan elegancia y longitud realzando sus cualidades. PRODUCTOR Bressia TIPO Blanco VARIEDAD Blend VOLUMEN 750 ml CORTE Chardonnay | Semillón ALCOHOL 13,8% LUGAR DE ELABORACIÓN Tupungato. Provincia de Mendoza, Argentina. ALTURA (S.N.M.) 1100 CRIANZA / BARRICADO Barricas nuevas de roble francés y americano durante 14 meses. PRECIO DE LISTA $42.000,00 DENSIDAD 4500 ENÓLOGO Walter Bressia PAÍS Argentina",23520,134064,6,/imagenes/lagrima-canela-0c9fe0ae822e20ce0717612521825584.jpg,,TRUE
93,Piel Negra,Bressia,Pinot Noir,"FICHA TÉCNICA Vista: Color rojo profundo muy intenso con matices negros de gran atractivo y vivacidad. Nariz: Notas de cerezas rojas, moras, tomare maduro y aromas frutales y florales como pétalos de rosas y violetas. Boca: Vino de gran estructura, se ofrece muy elegante, voluminoso y con una textura adecuada. PRODUCTOR Bressia TIPO Tinto VARIEDAD Pinot Noir VOLUMEN 750 ml CORTE 100% Pinot Noir ALCOHOL 14,5% LUGAR DE ELABORACIÓN Valle de Uco. Provincia de Mendoza, Argentina. ALTURA (S.N.M.) 1050 CRIANZA / BARRICADO 8 meses en barricas nuevas de roble francés. PRECIO DE LISTA $51.000,00 DENSIDAD 5500 ENÓLOGO Walter Bressia PAÍS Argentina",30386,173201,6,/imagenes/piel-negra-4e9ba8509130d55b1117612520977561.jpg,,TRUE
94,Profundo,Bressia,Blend,"Vista: Rojo profundo muy intenso, con tonos purpurados. Su movimiento en la copa es elegante y con muy buena intensidad. Nariz: Balanceado equilibrio varietal, destacándose los aromas asociados a las moras, frambuesas y una elegante presencia de madera que se manifiesta como chocolate, tabaco, dulce de leche y vainilla. Boca: Se ofrece muy amplio, de gran volumen y muy consistente. De entrada dulce, armónica, con final largo y memorable. Persisten los aromas de boca que recuerdan a frutos rojos confitados. Armonía: Armónico y elegante CORTE",23520,134064,6,/imagenes/diseno-sin-titulo-2024-04-18t121514-814-56c2c5ff45912ea65217134533453170-1024-1024-1-9a79fcb7db712f2bcf17569504519587.jpg,,TRUE
95,Monteagrelo,Bressia,Cabernet Sauvignon,"FICHA TÉCNICA Vista: Rojo intenso con tonalidades púrpuras propias del varietal. Nariz: Perfecto equilibrio entre fruta y madera, muy pimentoso y especiado. Boca: Muy bien cuerpo, carnoso, con final de boca balanceado. Armonía: Sin aristas, maduro y armónico. PRODUCTOR Bressia TIPO Tinto VARIEDAD Cabernet Sauvignon VOLUMEN 750 ml CORTE 100% Cabernet Sauvignon ALCOHOL 14,5% LUGAR DE ELABORACIÓN Luján de Cuyo. Provincia de Mendoza, Argentina. ALTURA (S.N.M.) 940 CRIANZA / BARRICADO 15 meses en barricas de roble francés y americano. PRECIO DE LISTA $28.000,00 DENSIDAD 7500 ENÓLOGO Walter Bressia PAÍS Argentina",15680,94080,6,/imagenes/monteagrelo-cs-1578025e3116dfc8e717612520184026.jpg,,TRUE
96,Monteagrelo,Bressia,Malbec,"Vista: Rojo intenso con tonalidades púrpuras y entorno negro. Nariz: Frutos rojos y negros con impecable presencia de vainilla, chocolate y café derivados del roble. Boca: Entrada dulce y armónica de cuerpo voluminoso con gran carnosidad, vino muy elegante y finas notas en el final. CORTE",15680,94080,6,/imagenes/bressia-monteagrelo-malbec.jpg,,TRUE
97,Hermandad,Falasco Wines,Blend,,23888,95550,4,,,TRUE
98,Luigi Bosca De Sangre,Luigi Bosca,Blend,"Un corte con aromas muy atractivos a fruta negra, pimienta negra y notas de té en armonía, equilibrados con leves tonos ahumados de la crianza en roble. En boca se lo percibe compacto, maduro, con taninos incipientes y textura redonda. Llena la boca con fruta que denota muy buena definición de terroir. Gran carácter y acidez. Final largo, complejo y profundo. Un blend sobrio y elegante elaborado a base de Cabernet Sauvignon con aportes de Syrah y Merlot. Viñedo: Las Compuertas y Agrelo Crianza en barricas: 14 meses Variedad: Cabernet Sauvignon 78%, Syrah 12% y Merlot 10% Temperatura recomendada de servicio: entre 16°C y 18°C.",16918,101509,6,/imagenes/luigi-sangre-blend-ad84edc1974fcd17da17612517010342.jpg,,TRUE
99,Reserva Malbec Salta,Piatelli,Malbec,"FICHA TÉCNICA BODEGA: Piattelli Vineyards TIPO: Tinto VARIEDAD: Malbec CORTE: Malbec 100% ALCOHOL: 13,8 UBICACION / ORIGEN Cafayate. Provincia de Salta, Argentina. CRIANZA / BARRICADO La crianza 8 meses en barricas de roble francés y americano. Cosecha: Se realizó del 20 al 25 de Marzo en forma manual, en cajas de 18 kg con selección de racimos. Vinificación: La vinificación comenzó con la selección de los racimos, a los cuales se les quitó el escobajo. Los granos enteros fueron conducidos luego a los tanques de fermentación, donde se los enfrió a 8º C para macerarlos en frío durante 3 días. Para comenzar la fermentación alcohólica se utilizaron levaduras seleccionadas y se realizaron remontajes para favorecer el contacto de las pieles con el mosto. Las degustaciones permanentes determinaron el momento de la separación del vino de los hollejos. La fermentación maloláctica se completó en tanques y luego se trasladó a barricas de roble francés y americano, donde completó su crianza con una estabilización natural. NOTAS DE CATA De color púrpura con notas aromáticas de ciruela madura y violeta, el bouquet frutal de Reserva Malbec deleita los sentidos. La boca está marcada por su estructura y suavidad. De cuerpo entero y brillante, este es un vino muy agradable a la comida que se levanta hasta los sabores más pesados y carnes rojas.",13377,80262,6,/imagenes/malbec-1914-b5f06a0a8148c82f9b17612523378573.jpg,,TRUE
100,Pulenta Estate Tinto,Pulenta Estate,Cabernet Sauvignon,FILOSOFIA,31330,187980,6,/imagenes/pulenta-cs-d1d73e8f18d671910b17577077073505.jpg,,TRUE
101,Pulenta Estate,Pulenta Estate,Pinot Noir,FILOSOFIA,31850,191100,6,/imagenes/pulenta-cs-d1d73e8f18d671910b17577077073505.jpg,,TRUE
102,Pulenta,Pulenta Estate,Rosé,"FILOSOFIA Hacer un gran vino es un acto de generosidad, de pensar siempre en el otro que lo degustará. Nuestra misión es producir series limitadas de grandes vinos, elaborados con orgullo en Argentina. VIÑEDO Ubicación: Finca La Zulema, Agrelo, Lujan de Cuyo, Mendoza Altura sobre el nivel del mar: 980 msnm Composición: 100% Merlot Antigüedad: plantado en 1992 Rendimiento por hectárea: 8000 botellas/ha. COSECHA Cosecha: Febrero 2024 Brix: 22,3° Cosecha manual en cajas de 18 kg VINIFICACIÓN Cosecha temprana y manejo diferencia en el viñedo Selección manual de racimos Prensado directo a racimos completos Fermentacion alcohólica en tanques de acero inoxidable Sin añejamiento en madera 4 meses en contacto y movimiento con lias NOTAS DE DEGUSTACION Distintivo vino rosado proveniente de uvas Merlot de atractivo color rosa pétalo, muy elegante con brillantes reflejos. Posee una gran expresión aromática que nos evoca a moras y guindas silvestres. En cantadora frescura en boca otorgada por un sugestivo equilibrio de acidez. Floral y frutal con un atractivo final.",20703,124215,6,/imagenes/diseno-sin-titulo-16-66fc69969d6c44886117692771027225.jpg,,TRUE
103,Gran Pulenta Corte,Pulenta State,Blend,"Gran Enemigo Corte Blend: Blend Tinto de estilo intenso, con equilibrio de fruta, especias y estructura en un corte armónico. Ideal para carnes rojas, quesos y cocciones lentas. Servir a 16-18 °C.",104585,627510,6,/imagenes/gran-enemigo-corte-b0ee1bdc297de5837317567855503552.jpg,,TRUE
104,Briosso,Susana Balbo,Blend,,42766,256597,6,,,TRUE
105,Susana Balbo,Susana Balbo,Rosé,"Este Rosé es una muestra del trabajo en equipo de Susana junto a sus hijos, quienes decidieron experimentar con un nuevo vino, fresco, aromático, de color rosa muy seductor elaborado “a la Provence” donde el equipo enológico utiliza técnicas similares a las implementadas para los blancos: cosecha temprana, una sutil presión para alcanzar ese rosa suave que recuerda a la piel de la cebolla o al salmón. El resultado, un imbatible vino fresco, cítrico, mineral con aromas dulces a frutos rojos. En The Wine Advocate, Luis Gutiérrez lo describió como “Uno de los mejores vinos rosé de la Argentina”. MARIDAJE Salmón ahumado, comida asiática picante, carnes de aves grilladas, quesos duros.Vino Rosé argentino con identidad propia, ideal para disfrutar en buena compañía.",38539,231231,6,/imagenes/susana-balbo-rose.jpg,,TRUE
106,Cocodrilo,Viña Cobos,Blend,,46995,281970,6,,,TRUE
107,Felino,Viña Cobos,Chardonnay,"Color rojo intenso con tonos violáceos. Aromas de ciruela, arándanos y toques florales y mentolados. En boca el vino es concentrado, equilibrado, jugoso, puro y con un final largo.",27073,162435,6,/imagenes/diseno-sin-titulo-36-0dc43f652d402f4f7617692789900056.jpg,,TRUE
108,Felino,Viña Cobos,Malbec,"Color rojo intenso con tonos violáceos. Aromas de ciruela, arándanos y toques florales y mentolados. En boca el vino es concentrado, equilibrado, jugoso, puro y con un final largo.",25305,151827,6,/imagenes/diseno-sin-titulo-36-0dc43f652d402f4f7617692789900056.jpg,,TRUE
109,Coquena Corte,Yacochuya,Blend,FICHA TÉCNICA,10033,60200,6,/imagenes/coquena-corte-3c481983c22fa7c18d17577014831732.jpg,,TRUE
110,San Pedro Tinto,Yacochuya,Blend,"FICHA TÉCNICA BODEGA San Pedro de Yacochuya VARIEDAD Blend REGIÓN Finca Yacochuya, Valles Calchaquíes, Cafayate. CRIANZA 12 meses barrica de roble francés 50% 1er y 50% 2do uso ENÓLOGO Michel Rolland - Marcos Etchart CEPAS 85% Malbec, 15% Cabernet Sauvignon ORGÁNICO NO PRESENTACIÓN Botella de 750cc A la vista se presenta brillante, con un intenso color violeta. Aroma intenso, entrada dulce, acidez equilibrada con un carácter frutal muy marcado, y un aporte de roble que le da complejidad. En boca repite el carácter frutado, con buena tipicidad varietal, toques especiados, taninos firmes y maduros. Leve gusto de pimiento aportado por el Cabernet Sauvignon. DESCRIPCIÓN DE LA BODEGA La historia de la Bodega Yacochuya se remonta a la tradición vitivinícola arraigada en la familia Etchart desde mediados del siglo XIX, por parte materna. En 1937, Arnaldo Etchart comenzó su nuevo proyecto: San Pedro de Yacochuya, ubicada a más de 2000 mts sobre el nivel del mar y con 30 hectáreas plantadas con múltiples variedades. En 1988, Arnaldo Etchart colaboró con el enólogo francés Michel Rolland, creando una expansión en la producción de sus vinos que continuó con la construcción de una nueva bodega Yacochuya en 1998 para satisfacer la creciente demanda. Debido a las condiciones únicas de los Valles Calchaquíes, se garantiza una producción de alta calidad, tintos con cuerpo y un carácter distintivo. La filosofía de la bodega se centra en el cuidado meticuloso del viñedo y la búsqueda constante de la excelencia en cada cosecha.",24525,147147,6,/imagenes/artesano-malbec-2d6ec93dc7da8c07f217567853700235.jpg,,TRUE
111,Coquena,Yacochuya,Malbec,"FICHA TÉCNICA BODEGA: San Pedro de Yacochuya TIPO: Tinto VARIEDAD: Malbec CORTE: Malbec 100 % ALCOHOL: 14,4 % UBICACION / ORIGEN Finca Tolombón, Valles Calchaquíes, Cafayate. Provincia de Salta, Argentina. CRIANZA / BARRICADO Producción 52.000 botellas. Cosechado a mano, por la mañana, a bajas temperaturas, en cajas de 20 kg. cada una. Mesa de selección de racimos. Vinificación, maceración en frío durante de 5 días. Fermentación a temperaturas controladas (25º) en tanques de 12.500 litros de acero inoxidable. Levaduras indígenas (levaduras propias de la uva). NOTAS DE CATA A la vista se presenta brillante y límpido, con un intenso color y reflejos violetas. Aroma intenso, con un carácter frutal muy marcado, y un toque de roble que aporta complejidad y acompaña sin protagonismo. En boca repite el carácter frutado, con buena tipicidad varietal, toques especiados, taninos firmes y maduros, buena acidez y final largo.",8122,48734,6,/imagenes/coquena-malbec-v-1920x1080-4d18919fa3599b3dd517606616624056.jpg,,TRUE
112,Yacochuya,Yacochuya,Malbec,"FICHA TÉCNICA BODEGA San Pedro de Yacochuya VARIEDAD Blend REGIÓN Finca Yacochuya, Valles Calchaquíes, Cafayate. CRIANZA 12 meses barrica de roble francés 50% 1er y 50% 2do uso ENÓLOGO Michel Rolland - Marcos Etchart CEPAS 85% Malbec, 15% Cabernet Sauvignon ORGÁNICO NO PRESENTACIÓN Botella de 750cc A la vista se presenta brillante, con un intenso color violeta. Aroma intenso, entrada dulce, acidez equilibrada con un carácter frutal muy marcado, y un aporte de roble que le da complejidad. En boca repite el carácter frutado, con buena tipicidad varietal, toques especiados, taninos firmes y maduros. Leve gusto de pimiento aportado por el Cabernet Sauvignon. DESCRIPCIÓN DE LA BODEGA La historia de la Bodega Yacochuya se remonta a la tradición vitivinícola arraigada en la familia Etchart desde mediados del siglo XIX, por parte materna. En 1937, Arnaldo Etchart comenzó su nuevo proyecto: San Pedro de Yacochuya, ubicada a más de 2000 mts sobre el nivel del mar y con 30 hectáreas plantadas con múltiples variedades. En 1988, Arnaldo Etchart colaboró con el enólogo francés Michel Rolland, creando una expansión en la producción de sus vinos que continuó con la construcción de una nueva bodega Yacochuya en 1998 para satisfacer la creciente demanda. Debido a las condiciones únicas de los Valles Calchaquíes, se garantiza una producción de alta calidad, tintos con cuerpo y un carácter distintivo. La filosofía de la bodega se centra en el cuidado meticuloso del viñedo y la búsqueda constante de la excelencia en cada cosecha.",65611,393666,6,/imagenes/diseno-sin-titulo-2024-04-18t121514-814-56c2c5ff45912ea65217134533453170-1024-1024-1-9a79fcb7db712f2bcf17569504519587.jpg,,TRUE
113,San Pedro,Yacochuya,Torrontes,"VARIETAL 100% Torrontés. VIÑEDO Finca Yacochuya, Valles Calchaquíes, Salta, Argentina. Tipo de viña: Parral. Poda: Pitón - Cargador. Riego: Goteo. Edad del viñedo: mayor a 60 años Altura sobre el nivel del mar: 2.035 metros. Cosechado a mano, por la mañana, a bajas temperaturas, en cajas de 20 kg. cada una. Mesa de selección de racimos. BODEGUERO Marcos Etchart (Cafayate, Salta, Argentina) Michel Rolland (Pomerol,Bordeaux, Francia) VINIFICACIÓN Maceración pelicular de 4 horas en prensa neumática Bucher. Fermentación a temperaturas controladas (15º) en tanques de 5.300 litros y 7.500 litros de acero inoxidable. Levaduras seleccionadas. DEGUSTACIÓN Esta variedad de origen criollo (cruzamiento entre Moscatel de Alejandría y Criolla Chica), adquiere todo su esplendor en Cafayate, entregando toda la riqueza del suelo. Es un vino fresco y frutado, con un marcado carácter floral y una acidez refrescante. Conviene beberlo joven y entre 6º a 8º C de temperatura. Puesto en botella en agosto de 2023.",12740,76440,6,/imagenes/diseno-sin-titulo-2024-04-18t121514-814-56c2c5ff45912ea65217134533453170-1024-1024-1-9a79fcb7db712f2bcf17569504519587.jpg,,TRUE
114,Desbandado,Kaiken,Malbec,"Malbec con fruta negra y especias, parte del vino pasa por roble para aportar estructura. Bebible y equilibrado, ideal para carnes.",12880,77280,6,/imagenes/kaiken-desbandado-malbec.jpg,,TRUE
115,Desbandado,Kaiken,Cabernet Franc,"Malbec con fruta negra y especias, parte del vino pasa por roble para aportar estructura. Bebible y equilibrado, ideal para carnes.",12880,77280,6,/imagenes/kaiken-desbandado-cf.jpg,,TRUE
116,Disobedience by Francis Mallmann,Kaiken,Blend,,21000,126000,6,,,TRUE
117,Mai,Kaiken,Malbec,"Malbec con fruta negra y especias, parte del vino pasa por roble para aportar estructura. Bebible y equilibrado, ideal para carnes.",75740,454440,6,/imagenes/kaiken-mai-malbec.jpg,,TRUE
118,Aventura Los Chacayes Sur,Kaiken,Malbec,,24710,148260,6,,,TRUE
119,Aventura Los Chacayes Norte,Kaiken,Malbec,,24710,148260,6,,,TRUE
120,Aventura Valle de Canota,Kaiken,Malbec,,24710,148260,6,,,TRUE
121,J Alberto,Noemia,Blend,"J. ALBERTO 95% Malbec - 5% Merlot Plantado en 1955, selección masal y pre-filoxera Estas 4 hectáreas de viñedo fueron plantadas en 1955. Los viñas son cepas de selección massale y de pie franco, lo que quiere decir que no son clonadas y que cada una es diferente de la otra. El viñedo está compuesto por 95% Malbec inter plantado con 5% Merlot. Se irriga hasta 4 veces al año por inundación, con agua de máxima pureza que proviene del Río Negro, el alma de nuestro valle. El viñedo no recibe ningún tipo de tratamiento, fumigación o sulfitos y está certificado orgánico.",70125,399713,6,/imagenes/j-alberto-fb40fbe22287111e8d17577075256600.jpg,,TRUE
122,A Lisa,Noemia,Malbec,"El proyecto de Bodega Noemia de Patagonia nació de la búsqueda de viñedos antiguos de malbec, que fueron plantados en 1930 en algún lado del Valle de Río Negro. Socios en este proyecto, la Condesa italiana productora de vinos Noemí Marone Cinzano y el enólogo Danés Hans Vinding Diers, encontraron el lugar perfecto y un microclima ideal para el crecimiento de las uvas. El magnífico Rio Negro, influenciado por dos ríos derivados de Los Andes, el Río Neuquén y Limay, había sido descubierto en 1828 por colonias británicas quienes hicieron canales para irrigar el valle y crear así un oasis en medio del desierto. El Valle de Rio Negro es desde entonces conocido por su excelente producción de peras y manzanas. A principios de 1900, los inmigrantes plantaron las primeras variedades, que eran principalmente francesas.",35063,199856,6,/imagenes/a-lisa-0d8d9a7d00dc0d687617577071018393.jpg,,TRUE
123,45 Rugientes,Otronia,Corte de Blancas,"Bodega Otronia está ubicado en el corazón de la Patagonia en el paralelo 45´33 , probablemente, la última frontera del sur para cultivar viñas. El suelo calcáreo, los vientos permanentes y el clima seco garantizan una producción de uva orgánica libre de enfermedades. La linea Rugientes ofrece un panorama de todo el viñedo de otronia en Sarmiento, junto al lago Musters, en lo que es el viñedo productivo mas austral de Sudamerica. Este blend incluye las tres variedades blancas que mejor se han adaptado a esas condiciones extremas de frio en una estepa seca. Lo primero que destaca es el contraste entre la madurez de la fruta, los sabores a flores y hierbas en medio de una acidez intensa, que pareciera tener filo. Un vino de gran volumen y a la vez de gran frescor, pensado para pescados grasos a la parrila. Cosechado manualmente en cajas de 20 Kg en horas de la mañana y prensadas de forma directa sin despalillar en prensa neumática, a baja presión separando vino flor de prensa. Luego del desfangado estático, se fermenta cada componente por separado en piletas/huevos de hormigón. Una vez definido el corte, se cría en fudres de roble francés y en piletas de hormigón durante 12 meses. COLOR : Amarillo pálido brillante con reflejos verdosos. NARIZ : Este vino presenta aromas de frutas tropicales, cáscara de cítricos y recuerdos florales de jazmín gracias al aporte del Gewürztraminer. Al abrirse, aparecen algunas notas minerales. PALADAR : En la boca encontramos sensaciones de frescor y dulzura. De larga persistencia. Variedad : Blend de Gewürztraminer (27%), Pinot Gris (25%) y Chardonnay (48%) 100% Organicos Región : Sarmiento, Chubut, Argentina. Enólogo : Juan Pablo Murgia.",33712,192158,6,/imagenes/otronia-chardonnay-6b84e3f262519ce54517606619096533.jpg,,TRUE
124,45 Rugientes,Otronia,Merlot,"Bodega Otronia está ubicado en el corazón de la Patagonia en el paralelo 45´33 , probablemente, la última frontera del sur para cultivar viñas. El suelo calcáreo, los vientos permanentes y el clima seco garantizan una producción de uva orgánica libre de enfermedades. Variedad : 100% Merlot Orgánico. Región : Sarmiento, Chubut, Argentina. Enólogo : Juan Pablo Murgia. Alcohol : 14,5% Organico Certificado Vegano",40768,232378,6,/imagenes/diseno-sin-titulo-45-f5825b220f1d5523ac17692796128954.jpg,,TRUE
125,45 Rugientes,Otronia,Org. Rosé,"Bodega: Otronia Region: Sarmiento, Chubut Composicion Varietal: 100% Pinot Noir Crianza: 20 meses en barricas de roble frances sin tostar Enologo: Juan Pablo Murgia - Alberto Antonini Graduacion Alcoholica: 12,8% Temperatura de Servicio: 6 a 8 grados",33712,192158,6,/imagenes/animal-rosado-af24e5a536cca0045f17591067942501.jpg,,TRUE
126,45 Rugientes,Otronia,Pinot Noir,"Bodega Otronia está ubicado en el corazón de la Patagonia en el paralelo 45´33 , probablemente, la última frontera del sur para cultivar viñas. El suelo calcáreo, los vientos permanentes y el clima seco garantizan una producción de uva orgánica libre de enfermedades. 45 RUGIENTES PINOT NOIR Este vino nace como una mezcla de diferentes lotes de Pinot Noir de diferentes bloques, elaborados por separado y luego ensamblados en busca de la mejor combinación que logre potenciar el carácter del terroir de Sarmiento y el perfil elegante y delicado del pinot noir. Cosechados entre el 17 y 22 de marzo, se fermenta en vasijas de hormigón, encubando con un 50% de racimos enteros y un 50% despalillado, en busca del efecto de maceración carbónica para obtener notas frutales y complejidad aromática. COLOR : Rojo rubí delicado, con reflejos violáceos. NARIZ : Se perciben frutas rojas como cerezas y fresas, combinadas con notas especiadas de pimienta negra, canela y toques minerales, muy característicos de este peculiar terroir. Es necesario tomarse unos minutos para descubrir las múltiples capas aromáticas de este gran Pinot Noir Patagónico. PALADAR : Se caracteriza por su frescura y delicadeza. Muy complejo, de estructura media, elegante y fino. Variedad : 100% Pinot Noir Orgánico. Región : Sarmiento, Chubut, Argentina. Roble : 100% del vino fue añejado en fudres de roble francés sin tostar por 12 meses. Enólogo : Juan Pablo Murgia. Alcohol : 13%",33712,192158,6,/imagenes/trinita-96e26efb19e002d48b17597134179865.jpg,,TRUE
127,Otronia,Otronia,Chardonnay,"Otronia Chardonnay: la esencia fresca de la Patagonia Argentina El Otronia Chardonnay es un vino blanco que refleja la pureza y el carácter único del terroir patagónico. Elaborado con uvas 100% Chardonnay provenientes de viñedos ubicados en la región de Sarmiento, Chubut, este vino destaca por su frescura y elegancia. Su proceso de vinificación cuida cada detalle para preservar las notas frutales y florales características de la variedad. Con una acidez equilibrada y un perfil aromático delicado, es ideal para acompañar pescados, mariscos y platos de cocina ligera. Características principales: - Composición: 100% Chardonnay. - Región: Sarmiento, Chubut, Patagonia Argentina. - Acidez total: 6,5 g/L. - Graduación alcohólica: 13%. - Viñedo: Sierra Silva. Descubrí la expresión auténtica de la Patagonia en cada copa de Otronia Chardonnay , un vino que invita a disfrutar momentos frescos y sofisticados.",78322,223217,3,/imagenes/otronia-chardonnay-6b84e3f262519ce54517606619096533.jpg,,TRUE
128,Otronia,Otronia,Malbec,"Este Malbec es el resultado de una expresión única, definida por el carácter y la esencia del terruño de Otronia. ENÓLOGO: Juan Pablo Murgia. COMPOSICIÓN: 100% Malbec. REGIÓN: Sarmiento, Chubut, Patagonia Argentina. ACIDEZ TOTAL: 6,5g/L AZÚCAR: 1,54 g/L PH: 3,53 ALCOHOL: 13% VIÑEDO: Sierra Silva.",78322,223217,3,/imagenes/otronia-malbec-c745ad8de063473b0a17606618313410.jpg,,TRUE
129,Otronia,Otronia,Pinot Noir,"Bodega Otronia está ubicado en el corazón de la Patagonia en el paralelo 45´33 , probablemente, la última frontera del sur para cultivar viñas. El suelo calcáreo, los vientos permanentes y el clima seco garantizan una producción de uva orgánica libre de enfermedades. OTRONIA BLOCK I PINOT NOIR Este vino nace de la selección de la mejor selección de nuestra chacra 22, el bloque 1. Se diferencia como vino de bloque por sus características especiales que distinguen a este terroir, con sus notas florales herbales y especiadas, y su fruta roja típica de los pinot noir de zona fría. Se cosechó el 22/3, fermentado en vasijas de hormigón, usando la técnica de racimo entero en un 50%. Una vez descubado y terminada la fermentación maloláctica se crió en fudres de roble francés sin tostar durante 14 meses. COLOR : Rojo rubí delicado con reflejos violáceos. NARIZ : Pinot Noir de gran caracter, notas de frambuesas y cerezas combinadas con hierbas como orégano, tomillo, trufa y flores. Gran complejidad y finura en este espléndido vino patagónico. PALADAR : Estructura delicada y persistente. Taninos sedosos, combinados con una acidez natural firme, le dan una vitalidad y profundidad únicas. De intensidad media, su gran característica es la finura y complejidad. Variedad : 100% Pinot Noir Organico. Región : Sarmiento, Chubut, Argentina. Roble : 100% del vino fue añejado en fudres de roble francés por 14 meses. Enólogo : Juan Pablo Murgia. Alcohol : 13,5% 100% Vegano 100% Organico Certificado",78322,223217,3,/imagenes/pinot-noir-otronia-c1aff7138d268fa9b617577047759809.jpg,,TRUE
130,Arrogante,Colosso,Malbec,"FICHA TÉCNICA Rojo profundo de gran intensidad y profundo. Muy perfumado fruto de cassis, regaliz, frutas negras, violetas, rosas, especiado y grafito. Entrada de boca dulce, sedosa, untuoso, taninos redondos aterciopelados y elegantes, robusto, frutas negras madura, muy especiado. De gran concentración y complejidad. VOLUMEN 750 ml CORTE 100% Malbec LUGAR DE ELABORACIÓN Chacras de Coria y Las Compuertas, en Luján de Cuyo, y Tupungato, en el Valle de Uco. Provincia de Mendoza, Argentina. CRIANZA / BARRICADO 24 meses en barricas de primer y segundo uso, más una crianza posterior en barricas de cuarto uso. ENÓLOGO Adrián ToledoMalbec mendocino de perfil franco: ciruelas, moras y violetas, con especias del roble. Buena textura y final jugoso.",11238,64057,6,/imagenes/arrogante-malbec-nueva-f60b320fce85cba0be17249650135116-1024-1024-dac4d4983c7da697e517581579130295.jpg,,TRUE
131,Arrogante,Colosso,Syrah,"FICHA TÉCNICA Color rojo violáceo, profundo y oscuro, límpido y brillante. En nariz es extremadamente aromático, intenso y complejo, ofreciendo descriptores que se asemejan a los frutos negros, y fruta madura, recordando moras silvestres, frambuesas, aromas a pimiento, canela y humo. En boca se presenta con un impacto dulce y de gran complejidad, con taninos suaves y redondeados, generando una gran armonía, que en combinación con su equilibrada acidez, dan como resultado un vino de gran longevidad y estructura.",12409,70729,6,/imagenes/arrogante-syrah.jpg,,TRUE
